round,reward,profit,win_rate,bid_value_ratio,budget_remaining_ratio
200,-2.3663943002082957,-0.1125700630200761,0.65,2.0120183943563124,0.9611987138726656
201,-2.766528544560334,-0.18420286264669095,0.65,1.8580742116069746,0.9605982293556004
202,-2.8332815055537903,-0.297559870088568,0.7,1.979678758371335,0.9600074540148785
203,0.0,0.0,0.65,0.5011352275775643,0.9600074540148785
204,-0.4055759701870537,-0.09201582374227169,0.65,1.1979705958321674,0.9598796289843692
205,0.0,0.0,0.65,0.7945275429149613,0.9598796289843692
206,0.0,0.0,0.65,0.6593659856275474,0.9598796289843692
207,-1.3048002314011822,-0.23123957058207267,0.65,1.1800491870719247,0.9595934705133652
208,-0.27234802956429066,-0.22577635787447403,0.65,1.2502445084869342,0.9595212680817631
209,0.0,0.0,0.6,0.9200066963333429,0.9595212680817631
210,-2.8346573737680685,-0.1918595342139362,0.65,2.0537702178949773,0.9589081851985226
211,0.0,0.0,0.6,0.5940877680371698,0.9589081851985226
212,-2.136736972810753,-0.009614144528759638,0.6,2.0161075897793115,0.9584025346092971
213,0.0,0.0,0.6,0.7426321032056871,0.9584025346092971
214,0.0,0.0,0.55,0.9369139006466266,0.9584025346092971
215,-2.5059046835463707,-0.04604371014957387,0.6,1.1953262761312013,0.9578275635731728
216,-2.623797452291594,-0.022004470823263844,0.6,1.966830601729882,0.9572230233687002
217,0.0,0.0,0.55,0.9818403072780337,0.9572230233687002
218,0.0,0.0,0.55,0.7235303100306592,0.9572230233687002
219,-0.7642569917768702,-0.38205903072127567,0.55,2.0182760371169097,0.9570808987934804
220,0.0,0.0,0.5,0.8117645636448334,0.9570808987934804
221,-2.635209986543787,-0.045490703092958995,0.5,1.1869745190825258,0.9564788739427614
222,-1.647273590460365,-0.1938708107090079,0.5,1.9596252002565084,0.9561135816969799
223,-1.469540440742456,-0.07570639442743143,0.55,1.069639839579193,0.9557606996039977
224,-2.248967070006657,-0.18741817734750654,0.55,1.4970791679687365,0.9552687102513604
225,-0.15338696881967637,-0.1290417757306208,0.6,2.070367928271684,0.9552011383361335
226,-1.6566205299487635,-0.13397722171576198,0.65,1.8343682447888543,0.9548214209802517
227,-1.5875062496050623,-0.19600682589764062,0.65,1.2315406457888023,0.9544690252669793
228,-2.3544356412134753,-0.0057512368333672015,0.65,1.5137169718983101,0.9539172160160668
229,-0.45377387372321665,-0.14931707575403275,0.7,1.439789306192777,0.9537912875164899
230,-2.660738303497698,-0.07201642278841902,0.7,1.3360132883456444,0.9531894704580087
231,-0.5779318217955841,-0.4035957705825812,0.75,1.4560957709145592,0.9530906504473393
232,0.0,0.0,0.7,0.7605418844256122,0.9530906504473393
233,0.0,0.0,0.7,0.8145459031826878,0.9530906504473393
234,0.0,0.0,0.7,0.7997165167429223,0.9530906504473393
235,-0.6822438503529064,-0.15449627182725756,0.7,1.3193439060349574,0.9529182030351465
236,0.0,0.0,0.65,0.9906467897591418,0.9529182030351465
237,-2.6936658929175517,-0.20873573055081707,0.7,1.6299926893250964,0.9523380092513202
238,-0.8006180741701998,-0.21326594334720905,0.75,1.0845305192576655,0.9521531442240653
239,-1.8066918391526912,-0.21317525763895873,0.75,1.6211130313007998,0.9517586616029167
240,-1.7620012609956035,-0.1760009589011684,0.8,1.26733134128683,0.9513657448733137
241,-1.2306460629627762,-0.1782579120425547,0.8,1.4164717947668242,0.951083997341872
242,-2.0979941831632622,-0.5542544867222094,0.8,1.8625948824581104,0.9506998849051135
243,0.0,0.0,0.75,0.49719782943471613,0.9506998849051135
244,-2.884059530138954,-0.24809663386471748,0.75,1.0831604661330967,0.9500882259683896
245,-0.5713379896811654,-0.11193821910226953,0.75,1.4838390352383068,0.9499300176828523
246,-2.1737813520410887,-0.2760894492977908,0.75,1.112347957041269,0.9494721652031143
247,-1.0081926940272226,-0.3658297060610112,0.75,1.2212611249062608,0.9492758395806213
248,-1.1642850190176834,-0.20568586643421938,0.75,1.5372994276145209,0.9490136314238331
249,-2.298052506038255,-0.4709963350399988,0.75,1.0942382388773209,0.9485704947215418
250,-0.8536159032195271,-0.14480121542005087,0.75,2.02818461254363,0.948360324994917
251,-1.0439132872134094,-0.20625302153100034,0.75,1.3105097763556655,0.9481233124395664
252,0.0,0.0,0.75,0.4990593967271327,0.9481233124395664
253,0.0,0.0,0.75,0.47644874267225057,0.9481233124395664
254,-1.3248367696268288,-0.19493430492641917,0.8,1.2223893418895575,0.9478254160927537
255,0.0,0.0,0.75,0.9570346057829334,0.9478254160927537
256,-0.4846961095988934,0.015538408383954483,0.8,0.9970799519515873,0.9476584582040343
257,0.0,0.0,0.75,0.5597221782116825,0.9476584582040343
258,0.0,0.0,0.7,0.47525367011234904,0.9476584582040343
259,-0.8832688626374097,-0.20931762720939506,0.7,2.035389790537753,0.9474555516966534
260,-2.6978073266606177,-0.18002138487367958,0.7,1.2019717586608125,0.9468685129587812
261,0.0,0.0,0.65,0.5005654451488232,0.9468685129587812
262,-2.394897909985984,-0.05150051547142631,0.65,1.0557930189917142,0.9463178051682573
263,0.0,0.0,0.65,0.4914148262343784,0.9463178051682573
264,0.0,0.0,0.6,0.5219610794561632,0.9463178051682573
265,0.0,0.0,0.55,0.968456482556534,0.9463178051682573
266,0.0,0.0,0.5,0.49824166268425746,0.9463178051682573
267,0.0,0.0,0.45,0.49197656598436523,0.9463178051682573
268,0.0,0.0,0.4,0.7331192761189779,0.9463178051682573
269,-2.0915806102725183,-0.26692752015929955,0.4,1.9594915006227644,0.945875169107817
270,-0.19377967657972095,-0.19377967657972095,0.4,1.2836696192908714,0.9458308373526717
271,0.0,0.0,0.35,0.49564020571799505,0.9458308373526717
272,-0.7187974633872751,-0.023956985490865,0.4,1.6609509806236957,0.9456235789197766
273,-2.0494048531488733,-0.27645585873063894,0.45,1.5050108390648191,0.9451917145459394
274,-2.6490022547758194,-0.18428677240097358,0.45,1.5761040688347259,0.944615732153778
275,-0.4694983040707949,-0.19846994203792834,0.5,1.569634282603005,0.9444967679116879
276,-0.6471135863418795,-0.38632972229688,0.5,1.876297145979115,0.9443799379400118
277,0.0,0.0,0.5,1.0276386374757873,0.9443799379400118
278,0.0,0.0,0.5,0.9457046852378664,0.9443799379400118
279,-0.8303416366400116,-0.17125335951023146,0.5,1.4450903980609031,0.9441801278822765
280,0.0,0.0,0.45,0.4900829478605447,0.9441801278822765
281,-1.904557852250375,-0.022219288083128674,0.5,1.6680999920700494,0.9437254740147417
282,0.0,0.0,0.45,0.4799327091672798,0.9437254740147417
283,0.0,0.0,0.45,0.509741629612096,0.9437254740147417
284,0.0,0.0,0.45,0.8914732784828361,0.9437254740147417
285,0.0,0.0,0.45,0.7738351907790473,0.9437254740147417
286,-2.4825301448530626,-0.014674755426050012,0.5,1.1773674203249924,0.9431488374752777
287,0.0,0.0,0.5,0.8601123039089897,0.9431488374752777
288,0.0,0.0,0.5,0.4388549816957798,0.9431488374752777
289,0.0,0.0,0.45,0.48320292953623517,0.9431488374752777
290,0.0,0.0,0.4,0.8714003669378837,0.9431488374752777
291,0.0,0.0,0.4,0.527125738719583,0.9431488374752777
292,0.0,0.0,0.35,0.49501746812347236,0.9431488374752777
293,-1.6431002836046695,-0.03715884227700528,0.35,1.8688521119649169,0.9427517663416678
294,-0.8089622529876564,-0.19596150786650135,0.35,2.13988035715648,0.9425615578531009
295,-2.1362270016418994,-0.1581338305733393,0.35,1.1688895002003352,0.9420869551091282
296,-1.6710807125179388,-0.1402428619302043,0.35,1.3841193670035454,0.9417055305569224
297,-1.152183974697479,-0.03613526298976755,0.4,1.769694505786476,0.9414105204086499
298,0.0,0.0,0.4,0.4300169932160708,0.9414105204086499
299,0.0,0.0,0.35,0.4969826643384099,0.9414105204086499
300,-2.5004300737494636,-0.12062965354087751,0.4,1.9742371075044407,0.9408522286544398
301,-2.292863733326581,0.06198262219331596,0.4,1.9452938069646208,0.9402988439803874
302,-1.8377733660837503,-0.33150352413325734,0.45,1.5858476957166179,0.9399225377633145
303,-2.1173519032202424,0.00097352571530962,0.5,1.6375404575101769,0.9394187149336458
304,-1.5035202532228729,-0.019225067676845953,0.55,1.3037729243359282,0.9390469867699903
305,0.0,0.0,0.55,0.48942000510788314,0.9390469867699903
306,0.0,0.0,0.5,0.46022653946616204,0.9390469867699903
307,0.0,0.0,0.5,0.49336402360617143,0.9390469867699903
308,0.0,0.0,0.5,0.9162939919688431,0.9390469867699903
309,0.0,0.0,0.5,0.49744796797094804,0.9390469867699903
310,-2.52671551337085,-0.14777682155980898,0.55,1.2191874033795895,0.9384888745425296
311,-2.4806945655853676,-0.08747953652073548,0.6,1.2783074081499832,0.9379277880781411
312,-0.6327700485682612,-0.15087676795032756,0.65,1.1853209158838522,0.9377648936446791
313,0.0,0.0,0.6,0.7401048357009518,0.9377648936446791
314,-0.13138798138217012,-0.13138798138217012,0.6,1.1128306473202367,0.9377079687743858
315,-2.417454248701061,-0.18810879639958245,0.6,1.43999130373964,0.9371810218051563
316,-2.466611952807417,0.02431653208539153,0.6,1.0674839860774177,0.936599469482403
317,-1.362649580870721,-0.2462784344088247,0.6,1.4603108362076163,0.9363043921602234
318,-1.7103847853119623,-0.04397033079798085,0.65,1.724382190987017,0.9358947224821997
319,0.0,0.0,0.65,0.7033549433029391,0.9358947224821997
320,-2.790421573782428,-0.23590298235468943,0.65,1.0311352868967727,0.9353000311089855
321,-2.304677886824137,0.04590175735487634,0.65,1.0168982279287726,0.9347476106308668
322,0.0,0.0,0.6,0.933594362134857,0.9347476106308668
323,-2.431895880138425,-0.23504370594650403,0.6,1.286462274186078,0.9342274330945769
324,0.0,0.0,0.55,0.48885222750356655,0.9342274330945769
325,-0.11849750244408952,-0.11849750244408952,0.6,1.6365192097875163,0.9341747858006548
326,0.0,0.0,0.6,0.47844198249441594,0.9341747858006548
327,0.0,0.0,0.6,0.8430384467294841,0.9341747858006548
328,-2.6999239161527004,-0.16489223724129687,0.65,1.2227827939436975,0.9335841542008816
329,-2.518244864009799,-0.32317253291294534,0.7,1.4156864761817378,0.9330643474652364
330,0.0,0.0,0.65,0.9109694671965028,0.9330643474652364
331,-2.3988938982971475,-0.20182006211817338,0.65,1.1546821997725072,0.9325441237493657
332,-0.5678837598112962,0.022325892206876752,0.65,1.1283836741516904,0.9323583504412676
333,-2.054509480870221,-0.0318326915057181,0.7,1.8097096706701703,0.9318744594434832
334,0.0,0.0,0.65,0.827264347849472,0.9318744594434832
335,0.0,0.0,0.6,0.5327449947111045,0.9318744594434832
336,-2.46770900319742,-0.0839159704840462,0.6,1.1057227804391379,0.9313153358950013
337,0.0,0.0,0.55,0.512710072199879,0.9313153358950013
338,0.0,0.0,0.5,0.9210167794239792,0.9313153358950013
339,-1.2939858086356884,-0.1148578029056484,0.55,1.9995298104946813,0.9310071842271408
340,-0.9776383248795768,-0.20865508034575253,0.55,1.903375361768633,0.9307844793845296
341,-2.7125767555253795,-0.4515955997671881,0.55,2.0183233485520016,0.9302509416437467
342,0.0,0.0,0.55,0.65240278164527,0.9302509416437467
343,-0.060263616691738964,-0.060263616691738964,0.55,1.9458344737827489,0.9302048656693058
344,0.0,0.0,0.55,0.49776480639685816,0.9302048656693058
345,0.0,0.0,0.5,0.9355559674437753,0.9302048656693058
346,-2.0726643306634545,0.17521753467845436,0.55,1.504928695150048,0.9296731987114731
347,-2.946726223192766,-0.16743827692509328,0.6,1.0114606020906771,0.9290316803893339
348,-0.8088789563103641,-0.1317714706784976,0.6,1.0589888349424634,0.9288281163298273
349,0.0,0.0,0.55,0.6751496515081137,0.9288281163298273
350,0.0,0.0,0.55,0.801419713549639,0.9288281163298273
351,-2.845313787827995,-0.20273229664923953,0.55,1.3914869609587714,0.9282150785191651
352,-1.6401198071846155,-0.2649343440963232,0.55,2.0685999484965127,0.9278660815476882
353,-2.865039030682213,-0.18960014700029326,0.55,1.1197447441541644,0.9272461984469212
354,-0.29500305779126174,-0.07714806454527201,0.6,1.731743508503142,0.927138311989995
355,0.0,0.0,0.6,0.8640943802201253,0.927138311989995
356,-0.8226422394685243,-0.3925299085539953,0.6,1.9449068902491868,0.9269862052543878
357,0.0,0.0,0.6,0.6674592067965366,0.9269862052543878
358,0.0,0.0,0.6,0.5030528407209065,0.9269862052543878
